Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Nigeria,NGA,102814391615.21214,108666177988.37473,131969306810.51991,146745781956.22293,181838486091.70892,209554051184.98108,256518090739.19614,298821287309.8679,1255970805755.262,1282438682776.5632,1445291688470.5964,1566621007622.4197,1716003672873.7712,1891724905274.0557,2099999277948.0088,2030220921319.2996
North Macedonia,MKD,21386646810.416183,21187854409.996014,22219752837.01501,24321309186.91521,28269029494.120968,31169601672.659668,34674152386.0323,38180681178.56851,44469008940.50302,46661421349.02203,47403343333.06134,50133286133.76634,50234692887.05219,53317828448.50434,55931663295.016335,55214862477.88031
Northern Mariana Islands,MNP,68475.35310328442,66446.02302576067,1284084717.1874278,1239082857.796762,1210081272.7433856,1061077646.2918676,990075107.8916427,938072909.702991,939071661.0458828,795067888.2628092,799068321.6165599,729066949.5659381,746066892.6653956,772066907.3052329,832067645.7250247,910068722.967094
Norway,NOR,511518102115.68524,520823120846.8299,558978053073.6637,619745852336.9254,720286121783.1948,864191917630.5045,949292355298.9667,1063780512613.4387,1219574293645.9707,1097791976592.6102,1187700482654.0076,1281427565741.873,1378726161786.748,1422145702076.3816,1421978083577.4678,1227220387878.9392
Oman,OMN,128750059901.26007,137041832026.77492,139152094803.59222,143933247811.39185,156772523466.7238,173303162958.47482,197079680424.34476,219263531495.47638,264532629496.29816,260138128818.0876,279338956598.01794,302580766942.93195,342470448712.0232,361627218323.50726,361502385085.2812,322612076958.96643
Pakistan,PAK,594906530710.0175,625583327333.5984,658278163237.5505,718452197937.3727,809144406854.4663,894046554766.6929,980879688434.0413,1064491301913.4495,1134336997877.0828,1158954130783.4028,1200382529050.295,1284345653421.7622,1374517868059.4578,1442724704619.9675,1514336137942.17,1606636475126.4692
Palau,PLW,462590098.47948426,502527749.43712294,522432454.2286479,518617865.8058131,561252145.8451116,625615073.4457264,640589715.8106081,664359551.808387,652880693.3346736,631387099.0631268,629106246.4554683,667295206.2986213,689946385.2022343,705487016.9884527,754120453.7761142,844376799.5656595
Panama,PAN,46893364764.49534,47947141999.26703,50801978238.12119,53149518078.8944,59120580528.043526,65454647087.64433,73781184704.07903,86115268455.2883,98513834734.73218,103347340801.25232,110266796883.98407,131381605121.95401,147542865506.69467,168703023726.0824,184781859829.384,208722932761.38614
Papua New Guinea,PNG,20863556723.27949,19959306517.129204,19816351266.457233,20620640574.92767,22242020984.754955,25634579299.56573,30629432568.307373,35656844154.99728,40840709758.39623,43069511991.9971,53976991787.95627,65806502052.59937,77372930302.46448,86568782715.43597,97196444035.41011,94454418317.32251
Paraguay,PRY,50583127260.61836,51020536857.494194,51405042853.42523,54294241058.68838,60714939312.081436,65905106990.89344,76473259544.04514,90592214544.19237,108617306364.90222,110417553370.2376,128184652279.35788,141746320340.701,142207279899.44467,160518915917.20303,169867148807.6474,166516012759.68637
Peru,PER,263399173237.20306,265852703655.05728,280089252078.3525,297059418234.8972,321416092560.66626,349312452669.8611,384720995188.1709,435640955440.191,500099277475.0031,514511647883.13855,579891161257.527,646431913649.3486,725283479111.464,775312830769.2512,797074646634.6119,790732028723.5457
Philippines,PHL,526771035887.10565,540437617570.7181,562658125340.2042,596045732061.9316,646953040871.7157,700356549478.6862,765129989562.5566,862716235368.1808,945945362403.4702,977676623469.552,1087706101391.3195,1164792998700.9758,1291792570261.797,1393677843858.6936,1489992863173.428,1543091397234.096
Poland,POL,761100833652.6667,798264867894.0529,836376059376.4929,896265223031.9576,995168794831.0353,1113457149011.7986,1244764092815.148,1437190001505.6125,1684319341400.6409,1638826303135.1653,1745671349930.6792,1862562214280.928,1871395895083.187,1917764088063.0537,1996599664775.3887,1980785600193.2727
Portugal,PRT,444080973430.5642,450412963179.4275,465315211680.801,529452674163.3822,590057948063.385,631367574543.439,674685987105.1166,734928232421.2216,780495803604.6456,762044058147.7539,757899093924.6233,780152229102.1489,715590294434.053,746119640338.029,747287924054.9841,709306470169.8013
Puerto Rico,PRI,160571325120.29285,171509740315.82037,175906656909.75574,184444787296.06067,206496971947.5826,213594317182.7477,220021606972.79907,227918262480.87866,232693692416.64246,233796502874.76324,236595339395.52704,242028352942.6645,248197568704.6342,250199720867.81458,248597610357.72037,247756947535.21213
Qatar,QAT,83221756390.35521,91648124447.1303,100739373263.52211,113390699712.6366,139156392275.85104,160911751432.89233,230031023722.7508,297538845452.5546,382412217465.90894,385449821541.44403,464901182422.0214,585897691211.6271,650568872338.6334,710892736954.2485,728016410210.2946,601505962739.7858
Romania,ROU,206069197913.7321,222953159436.33115,242560425641.43286,265819451274.83783,323356318658.9694,380227143495.83307,463119976110.24744,588208002774.875,732671913084.78,696366849064.5974,694188202480.374,748671921352.254,754264466172.3849,765362995661.4277,803695393634.105,793955674500.3447
Russian Federation,RUS,1488207959182.926,1629594220378.4402,1801834210085.2673,2114185852712.7522,2541525257135.5557,3083109116599.118,3933790989919.0015,4769193072412.632,5912020437103.306,5284334490991.239,5860929022578.873,6883365933332.178,7594303821050.143,8207640949585.834,7926450257625.124,6559270490552.296
Rwanda,RWA,10551398116.427097,10984560706.362986,11952487522.527369,12430902269.678255,13699304138.119305,15501074600.50357,16228852668.004452,18760534379.89417,22359134110.709778,24612228217.683918,26939539038.44895,29984944653.095608,32545667293.972176,34559077701.01697,38070175802.52026,41002219665.59828
Samoa,WSM,1182645688.737538,1237316583.2752523,1309636077.2564604,1448876160.5740576,1632737127.7850697,1839331269.442925,1951441209.8238747,2106466413.17512,2302010638.0747495,2390628674.7117867,2657067015.243697,2851151105.133138,2936835091.8160653,3058614950.6866703,3115497323.394522,3234459114.849417
San Marino,SMR,1007726369.3529229,1059596449.4050525,1148941869.4009278,1462671188.9442563,1715428894.9431896,1786604356.4883242,1909859198.7702236,2188756546.9397154,2403321616.4584036,2064373414.124074,1881282815.9522567,1813808480.0402758,1604783369.9893656,1678825792.9332519,1673995829.6692357,1419478169.4270692
Sao Tome and Principe,STP,693359854.0860868,725957796.0133238,776812386.512839,848833184.7774011,917721835.2453026,984540849.0967138,1080589618.706225,942298008.9066491,980335440.2074995,1054097397.327321,1089357555.711323,1208115358.8052185,1158403056.9603853,1310800997.339251,1459297590.0566027,1424036220.4138734
Saudi Arabia,SAU,1163610937575.4956,1184866275994.0684,1204370449268.5813,1338545162735.3074,1536071176255.617,1746538690707.6848,1927036331895.3455,2083000801674.215,2381129108775.718,2292273953389.8677,2533595056538.621,2947197873681.49,3214807785040.7354,3301571687537.4805,3391102490937.629,3086254313517.4478
Senegal,SEN,35549746607.1378,37413740606.09541,38528567742.5192,43532210198.63193,47876936746.59395,52245083466.24394,53214115209.29503,58887679892.8879,65975904535.29869,68316382501.75388,71247171759.71277,75085178129.26794,78856848290.79907,83267544259.16544,89857952214.5395,90284229640.68929
Serbia,SRB,80036596570.33281,89417215326.88208,97877947064.34717,116344663438.33623,130882458468.5237,142958321986.10873,161502124169.5559,192788898383.02408,225074850457.9149,223934293634.4012,219402157621.40356,229212607917.8701,226621518381.63657,239400004085.83905,232994700838.79266,221603194671.53592
Seychelles,SYC,2447398569.6556625,2470167190.7968726,2477881374.147571,2532478231.4885054,2902677100.667958,3298232813.1798253,3728256973.781625,3789934664.736772,3555160504.89972,3324758604.5851173,3551766744.5925274,3864012241.7720156,4401775473.384576,4335406885.34317,4725664388.519173,5036047014.022812
Sierra Leone,SLE,7351424935.332153,8360470843.663289,10635095486.496984,12544763785.341818,12891405797.42082,14254785501.485231,15294609788.83844,15354904560.04047,17496363261.973213,19084464780.666832,20501858807.852985,22407456714.36846,27362004481.797108,34842712088.11602,36492328329.0081,32209538861.61247
Singapore,SGP,373588118245.78503,378757939374.80664,371756264163.1794,393212078263.7467,450120094050.22986,500070291822.75616,586249073933.5464,694485624522.7896,697496641113.3066,725428140302.6351,881963259631.8618,962071135615.8978,1007081142887.5543,1071371054806.5265,1122131351222.19,1096937888217.5935
Sint Maarten (Dutch part),SXM,30306.7912688513,30585.587151956453,31120.294684701305,31514.328429679026,31895.840082819104,32274.07443945525,32639.13726908942,33042.581641579345,33363.54984979983,2035610545.4285796,2124137561.8310957,3270137264.2490435,3241871305.6979423,3387673730.1493917,4108686403.6938787,4341912440.533435
Slovak Republic,SVK,120252345198.31598,128184878833.66083,139179432415.5581,157059156177.76935,184535199457.36493,211758557963.6298,239698689113.14453,279538000419.12744,319854481376.1279,307948363981.2258,321546355011.55023,334361889265.07715,333585357284.8077,350078229988.724,357124229046.00726,346199518233.2398
Slovenia,SVN,78391626624.61829,80368696941.80687,85386358184.8931,97024519096.00554,110710459119.0796,120995719315.80559,131052150354.43953,148702606124.4453,165326507272.27374,155899045873.1823,154801596122.6269,160347502450.58707,152377523503.08127,157033949846.44736,161744449871.143,152470671046.54276
Solomon Islands,SLB,1631972521.0739064,1592545231.5761437,1494524298.5576124,1670600097.5453396,1848891599.269895,2074980685.9334404,2250126047.900031,2419074032.804812,2603070397.624479,2749661317.536875,3152555570.7620583,3513118540.7438836,3774044577.415307,4208246420.7716866,4307807205.002659,4339962127.44697
Somalia,SOM,13201484625.22848,12077216087.708696,12244181023.662302,13516676248.702883,15700510166.519648,18008742022.712086,19867934350.763905,21599742307.573963,23252710162.30613,19650383646.9873,19103777187.47478,19692608930.16457,23280230180.231743,24435568361.847134,29029858542.066967,33443036275.350536
South Africa,ZAF,706844063622.5725,693484209504.5499,715327193376.18,824489769300.3425,967683487582.15,1112357349604.4915,1227902384768.7112,1326469809921.558,1343323169723.7073,1366677358245.3796,1534962114925.5,1667621447618.663,1709686062297.6013,1697106311097.868,1665472449604.5986,1589536853169.3916
South Sudan,SSD,6106884.466870388,6386627.522775831,6680024.239494054,6995437.072890485,7343567.196505897,7723341.0770875495,8130812.562254651,8556445.703307403,14595238725.232494,12240649010.963762,14612119814.351128,38878102136.118324,35204711052.66672,50717157253.64235,40339886940.57732,35074537497.851204
Spain,ESP,2167265415085.678,2221149354309.966,2388121482076.4917,2752639506886.5903,3194034200474.3633,3519201213619.4453,3941181997099.1494,4401501891854.881,4678116545710.323,4479983416095.053,4407607754683.92,4446713821279.823,4183882766290.301,4261040135965.934,4335722408495.565,4208527881941.204
Sri Lanka,LKA,125019537565.85605,124155870472.0473,131414084187.3251,143956887125.36404,157043835354.8842,173319145018.5205,193204211355.65823,216152444380.05634,241192293249.1997,258123550002.4543,300290146542.02136,342465041609.64075,390909926700.7739,418275325977.9901,443167668643.691,462636227411.461
St. Kitts and Nevis,KNA,1471922440.5986311,1574718560.4730706,1616263966.1306098,1580820082.6719637,1734725347.9285038,1949769962.6493587,2156569010.6871467,2272703143.1140966,2618032510.6677294,2575932736.5669236,2605819275.498148,2747667965.707969,2714044309.3053985,2909752133.977399,3043849758.9295983,3033253541.0359116
St. Lucia,LCA,3416051096.8499746,3384897694.938504,3446730001.5711255,3734486515.4220753,4076601641.8855085,4344096410.545105,4734763948.718813,5042058546.811157,5741977273.663005,5321821230.0167675,5591592004.578741,5858741791.463772,5846265151.157709,6207530344.382105,6203715322.110988,6260561242.670507
St. Martin (French part),MAF,30367.316967158175,31050.253804839445,31837.754160702687,32615.000039504142,33378.23219103264,34121.60546319439,34828.553794704574,35472.67519944267,36050.20010170594,36528.01954629037,36606.008137402576,775933671.1585878,36978.2458647116,37145.55792656463,772979802.2398822,36901.38847737434
St. Vincent and the Grenadines,VCT,1716494298.5358384,1816724415.1783433,1913017032.9545228,2063555940.2144833,2227076712.1536274,2368538195.1910186,2590842730.9382024,2746926335.080931,2854929530.891851,2872643819.4295564,2865346582.729173,2888784854.41287,2955770427.778556,3093550267.4052134,3121944476.015049,3210928477.9624834
Sudan,SDN,123825076575.59908,136534932493.56161,148805593538.44003,165588451340.25964,184793336849.6549,209458041522.2793,239536272511.32202,278919134257.03937,302259755460.40405,289262968566.0871,296720338518.9473,286113115447.7804,230666384767.2113,237469566775.39175,277659291238.0377,285926063500.31665
Suriname,SUR,5331567853.1611595,5084163131.354381,5911631721.3075485,6569839537.916345,7548812216.652528,8567271269.304342,10223913960.330591,11642073592.21042,13350641612.652454,14267469611.535734,15401948642.077068,16025986432.271107,17829337004.39462,19030769396.55131,19585595754.131012,22207229044.3766
Sweden,SWE,847143520022.7205,788827045230.9742,821945343460.5741,939458236473.6362,1076178879299.913,1156327385098.4917,1242006399390.685,1409069455745.8657,1461020980968.8313,1330642664078.7195,1431139433300.2122,1557507663454.457,1569193770970.8757,1657349724401.8342,1636447193650.3845,1567343881517.9236
Switzerland,CHE,933000413949.1619,899178582428.8391,911703495484.1593,1033761235546.607,1166519206439.6335,1283669138093.932,1398191911066.6365,1441722242821.4531,1493873408362.1428,1587437826094.2131,1758032885959.105,1883951534566.4285,1941300213062.5364,1983784548702.2703,2006155130549.6697,2111475338076.0444
Syrian Arab Republic,SYR,33813914365.966248,37016097766.67856,39285551335.47159,42500026196.19978,48672542559.0962,54994209075.86054,63795721653.29063,75595123129.57234,100324165385.76215,109564607152.11166,122970761068.23276,131945125868.62672,93039704817.9387,53588855345.99269,47746688699.00794,38300324282.29217
Tajikistan,TJK,9313419786.96983,10234499154.567307,11525819888.598608,13140235209.658615,15394991529.672537,19419275619.44928,22882092208.073135,27288159605.42941,33269888132.66068,33099828215.688244,37984161572.29033,43005128976.05314,49022605046.2042,55794644877.985916,58599344169.167015,54710282311.001884
Tanzania,TZA,72202035723.99634,74755437894.6946,81142257157.83228,87109267148.76271,96787967041.25562,105502819355.83287,109567035030.794,120663153988.38152,136545270723.2489,148167817515.22247,160768406779.52008,176073119279.74393,183551942881.2855,203231599827.78812,221276302867.65994,230077716342.74258
Thailand,THA,781069673287.4778,785072256902.4766,829989557195.6826,901198440778.6311,993705367497.3353,1072439006003.5197,1189122017552.267,1320907210311.904,1410321618499.6443,1435069826461.104,1617242574046.7856,1723697123562.5903,1909074824403.0564,1974476563230.4539,1981381119098.185,1981853322602.5044
Timor-Leste,TLS,2411095287.527864,2799072405.315387,3181976371.187727,2802133331.6208105,3179604569.9617033,3871140696.592948,5642700020.792969,7984088469.710858,12508242255.622248,9974044752.167034,12124427740.491959,15348372620.529745,15479506775.77034,14051332590.190853,12574802918.104277,11075061967.354202
Togo,TGO,12399121509.522343,12505756117.89449,13534679972.91308,15319233132.345577,16141299503.402863,16056480821.43395,16881942816.038416,17818504137.531036,19419901478.760075,20835534764.620857,21455502999.370598,24615114243.685566,24023805163.791924,25701463872.55603,27840753987.940434,28465796977.297947
Tonga,TON,895204454.0125352,872217071.2220787,920282150.9440732,947966069.8264614,999750572.8170804,1058999273.7074105,1138701592.2033844,1164834505.8946016,1292953143.20172,1251191540.1709423,1374931567.7613735,1542981584.1408107,1670813620.7055159,1686773547.407243,1681757021.8990211,1670409205.7628257
Trinidad and Tobago,TTO,32017515579.624714,35117053873.29679,38108822154.65947,45473090126.99747,52799258666.32315,59782439519.496506,69739601414.63007,77810761084.52342,89910931220.18765,77297114479.81326,82602424203.21887,82399526886.40436,91169935373.46721,96600901989.48318,98818357196.57419,95617259148.6546
Tunisia,TUN,113699506022.48482,119404823272.15373,124428283686.23454,138866446618.95786,154922739385.30734,161471773840.0075,173621704494.63977,190209070071.30328,206304790867.2418,213192228376.24283,222054323414.01294,223725775848.61368,231750189162.3565,236706230805.46155,245713996602.49622,240831631493.0608
Turkiye,TUR,1265089466538.1099,1125907937958.2751,1206751169343.5828,1354148076159.9475,1654235004824.4375,1955693596142.4512,2252873130123.6494,2608645876206.667,2889889403533.3804,2724234203173.267,3112344164628.8716,3434769521599.431,3670411654320.0166,4009665046887.4854,4180162047890.776,4214854894152.2417
Turkmenistan,TKM,26817493614.31063,28886351177.55561,30543938005.62658,34296926553.315998,38217133901.63652,42654272367.705246,50152284667.660706,60002212964.1173,75117480263.39897,81163595516.3988,90707472581.6999,110780522728.10147,129052622495.19536,145972374461.48984,159243826370.07925,156362332824.21503
Turks and Caicos Islands,TCA,21041.65838266,358785032.46107304,366748743.0085479,409796568.638835,485645551.24143726,578696535.7096382,721947546.0035546,773548120.5910208,862744632.7003456,703231357.5337801,686842792.5280223,728846164.5176244,727218308.561991,754296688.7699084,2436334625.687959,2703602015.4885635
Tuvalu,TUV,75753625.81749217,86892219.36199205,108072354.42680456,85629051.9238966,101564096.06800735,106462100.66011411,110154647.22710694,131249924.45802504,136768267.04986203,136007640.37495002,131472007.31980412,143379713.87784594,135607320.80568442,156906132.71605682,141872749.0093359,163954343.56772792
Uganda,UGA,43195356125.030136,44502819727.41557,48498247068.671425,52366285796.50799,58027836329.185036,63675934920.897934,68611183757.548164,77805138788.64534,88657270475.4834,108022514106.47765,118607589886.66803,134619492854.5627,128325942307.57326,137273186378.02765,147759302114.7574,154637483411.466
Ukraine,UKR,276175057999.6716,317919557173.2434,342703646186.60657,390192579289.54395,465087995592.2705,521920401699.2302,614802665034.1654,751666852987.1517,851328220942.0065,710594122952.8887,784314334124.863,853156277094.6396,921389234028.2185,1015088799647.9617,869937334840.4965,779406197178.2794
United Arab Emirates,ARE,537784083563.8162,556116461996.8539,564857801831.848,628622972486.9868,728748550635.8411,828349462819.713,978871782943.4268,1092175631204.5353,1207575687503.1763,1098068247688.9777,1165688261729.4124,1304613796523.1738,1395488988900.553,1468984850461.139,1533039097998.5488,1412417937258.594
United Kingdom,GBR,5262409301146.327,5112838356963.489,5392996943539.665,5896586802332.116,6766758603091.034,7289612840271.241,7695437605829.61,8536939081813.181,8528750249821.782,7281533393220.177,7462144932529.562,7719046548409.106,7811321947324.669,8102613717224.477,8461368762046.447,8476266269033.441
United States,USA,31005114821717.312,31977822381429.016,32939818799497.383,34769597768722.312,37702170887696.93,39961895495419.07,42500779160909.64,44226945088561.52,44828559343795.63,43975256119831.05,45849793024604.52,47736028328934.03,49862001709900.67,51492586579237.44,53762514996130.516,55390368089986.695
Uruguay,URY,81872105861.69658,77536358871.80197,63778701225.18565,58596112060.72319,62322691454.832405,72305600390.50165,80138459235.18355,91790285287.69621,107648119202.02283,115686833482.91956,135251083444.87605,154486389008.12283,166277088363.14264,180183845672.41257,189888235682.30734,188663801863.34232
Uzbekistan,UZB,98732749117.86436,99137745697.3014,99017359061.87619,103825255232.4248,115246424601.90147,128061503607.88846,143229088416.21368,171354489589.47968,201105753530.8649,220532702358.7799,257261676387.1797,294343379160.8009,323515666980.09326,351423144040.4261,376161749212.4942,398232427389.18616
Vanuatu,VUT,1057048567.1156687,1056086956.760433,1037729316.763557,1147121665.7012804,1269084251.0549805,1322531550.8172247,1495625295.7259047,1650099973.2912664,1905720800.4379914,1942251811.6301641,2098073829.1220214,2302161681.1446595,2304475771.8406324,2411426553.5255632,2539441482.882537,2538033505.2344437
"Venezuela, RB",VEN,498330484871.92615,532142105795.373,464112760366.56714,428532147125.8826,527807320142.37524,634124770157.6118,757502585921.7281,901280093869.5392,1068780587018.0305,1097511193400.4607,1202686086062.456,1156629929337.616,758583848718.7938,728977217819.8599,880044453518.1093,2722876368.1745195
Viet Nam,VNM,273708833873.01434,294277564336.1815,315961044609.7339,347885613615.5197,388004064430.3314,440423345079.79364,488697774317.1139,547045638680.96136,613876959952.1562,658992683025.6998,769387183200.6887,869720718305.0558,988526995504.2443,1072003021855.7816,1171838402672.4248,1226640165921.8418
Virgin Islands (U.S.),VIR,108573.73908921635,108437.12216633659,3262138811.250322,3443140541.393698,3797143737.8486257,4428149896.73251,4484150136.882695,4784152848.6483,4244148118.364891,4201147671.5962806,4324148267.100438,4223147273.773003,4089145456.546663,3738142102.6634583,3565140445.3994265,3663140035.426393
West Bank and Gaza,PSE,18117652320.274796,16581135906.610245,14669660814.881308,16610244632.772778,20112453626.64482,23015972034.14225,23602372880.96845,25410142350.574234,29146911261.439766,31953628235.70124,35792619660.292305,40743052438.93961,47197934192.93461,51010398217.214966,53914975902.94954,57406286139.122826
"Yemen, Rep.",YEM,69681826749.677,74638933138.8318,78940773332.7591,83457064769.78087,90419810084.39583,100613429334.44498,112173592752.86005,122265709396.77286,134255960645.79729,141452749258.73825,156370742384.56192,144954032654.56644,155842637958.3845,173194839351.90234,89222023638.1212,82098605977.79997
Zambia,ZMB,29308688473.079456,31708530679.002155,33728957355.167683,37174103942.80712,41114430806.99078,44435491303.6182,50093289861.462234,56759218204.945015,68711803103.66224,73983235235.76025,84398022847.22324,92950321881.82877,104281394346.71364,112851175482.62892,117181801037.00375,112258234193.59229
Zimbabwe,ZWE,35459107594.52347,37127338116.08866,35852194177.757545,32647873432.90545,31382898834.774803,30591144732.9381,29420004776.920925,28496162216.38313,21676612717.307896,38565777342.43382,48514262717.53689,57961159884.715355,68845453479.31136,75074576178.75183,76896452454.99377,80579686453.46968
